# LJ CG solvent + Li+ (300 beads + 1 Li+)
301 atoms
2 atom types

0.0 47.4957 xlo xhi
0.0 47.4957 ylo yhi
0.0 47.4957 zlo zhi

Masses

  1  88.062  # EC_CG
  2   6.941  # Li+

Atoms  # charge

  1  1  0.000  30.370031  1.187904  13.062713
  2  1  0.000  10.601553  34.979225  32.140324
  3  1  0.000  42.374704  4.129222  20.039477
  4  1  0.000  1.415240  10.384366  24.002210
  5  1  0.000  1.260345  9.443936  30.866724
  6  1  0.000  25.882384  10.469984  27.987594
  7  1  0.000  38.444476  0.308663  38.272960
  8  1  0.000  33.158628  16.160441  7.384610
  9  1  0.000  45.463517  15.986798  4.405030
  10  1  0.000  4.593613  40.252349  28.674398
  11  1  0.000  38.335132  34.659131  25.468535
  12  1  0.000  46.218827  17.978760  26.219563
  13  1  0.000  39.393166  29.377036  40.927383
  14  1  0.000  27.421752  33.464141  2.176462
  15  1  0.000  10.824191  13.744688  3.789777
  16  1  0.000  11.056569  4.797135  13.202554
  17  1  0.000  30.192286  17.327964  17.582009
  18  1  0.000  9.950686  12.680302  44.487077
  19  1  0.000  30.778902  28.931111  8.128352
  20  1  0.000  34.630397  7.760918  18.022507
  21  1  0.000  46.998117  30.397245  26.452725
  22  1  0.000  32.516242  40.031853  36.856669
  23  1  0.000  41.623705  14.945850  31.130526
  24  1  0.000  18.790819  43.437089  21.793496
  25  1  0.000  12.580672  11.713749  26.662580
  26  1  0.000  12.479100  27.765328  42.642738
  27  1  0.000  18.969812  10.416796  47.378759
  28  1  0.000  24.200314  4.317807  2.237826
  29  1  0.000  5.207864  29.800997  37.620374
  30  1  0.000  20.050788  3.017294  18.125280
  31  1  0.000  47.311495  25.130663  46.122060
  32  1  0.000  21.549931  45.302167  41.599260
  33  1  0.000  12.509851  23.775694  8.485198
  34  1  0.000  43.345910  41.345900  14.174848
  35  1  0.000  36.215994  25.618191  36.981419
  36  1  0.000  0.925062  44.128201  41.735522
  37  1  0.000  39.500547  14.605603  2.751197
  38  1  0.000  41.701692  44.976039  4.068172
  39  1  0.000  23.082463  3.287298  36.125342
  40  1  0.000  26.113313  12.589053  41.436829
  41  1  0.000  20.097238  10.059507  25.614252
  42  1  0.000  24.582633  5.747181  10.672160
  43  1  0.000  10.459382  3.371867  29.974685
  44  1  0.000  10.873753  43.003569  40.828996
  45  1  0.000  10.175330  6.284246  44.432915
  46  1  0.000  27.122099  22.449847  37.266059
  47  1  0.000  20.473083  20.118169  22.181669
  48  1  0.000  34.627977  31.981929  46.743628
  49  1  0.000  4.674427  19.122785  16.115419
  50  1  0.000  40.925751  11.810110  9.034108
  51  1  0.000  21.307220  20.037569  13.229700
  52  1  0.000  11.864735  43.851158  21.046811
  53  1  0.000  40.910390  26.138093  2.402729
  54  1  0.000  47.461633  39.707726  46.023168
  55  1  0.000  43.998460  40.309409  7.899065
  56  1  0.000  23.065871  10.152080  19.047694
  57  1  0.000  2.784930  17.999598  46.797946
  58  1  0.000  12.596008  37.239992  21.610947
  59  1  0.000  14.092350  46.009542  27.508581
  60  1  0.000  7.477380  45.632879  3.804951
  61  1  0.000  8.825889  28.261616  32.069701
  62  1  0.000  19.911386  27.721931  24.829938
  63  1  0.000  44.394540  9.701436  34.016040
  64  1  0.000  11.336559  18.798131  31.902406
  65  1  0.000  14.248575  15.017061  35.710340
  66  1  0.000  47.310311  3.479570  10.123916
  67  1  0.000  46.889338  31.061071  0.371564
  68  1  0.000  44.595150  6.378252  5.482367
  69  1  0.000  5.083750  26.275751  12.935372
  70  1  0.000  30.123584  12.538104  23.203168
  71  1  0.000  20.118033  13.141124  0.168405
  72  1  0.000  36.624857  30.260154  12.441752
  73  1  0.000  35.205290  26.202455  20.313295
  74  1  0.000  0.459269  3.573761  41.943767
  75  1  0.000  11.851593  4.882256  37.052177
  76  1  0.000  1.177246  34.983654  15.777386
  77  1  0.000  44.209764  38.102730  41.039337
  78  1  0.000  38.507117  12.672127  37.396913
  79  1  0.000  14.495258  37.775501  10.809810
  80  1  0.000  1.123959  9.172837  15.591035
  81  1  0.000  30.467632  18.983010  46.600404
  82  1  0.000  25.467948  44.609737  5.478239
  83  1  0.000  46.089869  8.481206  45.716253
  84  1  0.000  12.608514  5.148656  20.639915
  85  1  0.000  34.602767  14.898328  28.792321
  86  1  0.000  24.290403  18.295132  27.385460
  87  1  0.000  12.098227  33.664262  0.080328
  88  1  0.000  43.960852  25.574161  34.169840
  89  1  0.000  14.909647  40.277090  34.185242
  90  1  0.000  14.264020  14.689695  19.396912
  91  1  0.000  19.112293  14.042355  6.045625
  92  1  0.000  19.969398  44.663243  32.169698
  93  1  0.000  42.879393  29.234320  14.293829
  94  1  0.000  20.417844  27.546790  31.095710
  95  1  0.000  8.059614  4.027424  24.481761
  96  1  0.000  19.684171  29.911156  9.234840
  97  1  0.000  33.073841  23.480796  11.588215
  98  1  0.000  31.159943  0.263355  35.667593
  99  1  0.000  2.385158  11.835850  40.292339
  100  1  0.000  21.679980  38.063853  31.707080
  101  1  0.000  23.974799  39.448475  26.021569
  102  1  0.000  36.372867  24.759506  29.767864
  103  1  0.000  35.786838  40.535119  45.283853
  104  1  0.000  28.651912  10.474642  10.421587
  105  1  0.000  1.280791  18.714273  26.806199
  106  1  0.000  1.287231  30.527853  6.445144
  107  1  0.000  18.006870  35.717242  39.512837
  108  1  0.000  11.981816  3.890195  0.920623
  109  1  0.000  25.620092  47.491335  16.621616
  110  1  0.000  30.879057  37.105220  30.955552
  111  1  0.000  35.822843  45.102486  9.468778
